beta,seed,epoch,layer,A_zero_eigenvalue_count,A_dimension,A_effective_rank,A_floored_condition_number,A_log_eigenvalue_spread,A_spectral_floor_ratio,C_zero_eigenvalue_count,C_dimension,C_effective_rank,C_floored_condition_number,C_log_eigenvalue_spread,C_spectral_floor_ratio,floored_kappa_block
0.75,7,5,conv2,0,145,145,43.44099494524132,0.6365527066422323,1.0000000000000001e-07,0,32,32,1.2667150118929094,0.04484040782318595,9.999999999999998e-08,55.02736042870118
0.75,7,5,fc1,0,1569,1569,359.0269629340111,0.7294460920516996,1e-07,0,128,126,10000000.0,2.2259979477564724,1e-07,3590269629.3401113
0.75,7,5,fc2,1,129,127,10000000.0,1.957996529193331,1.0000000000000001e-07,0,10,10,25238.357819636472,2.993482125867494,1.0000000000000001e-07,252383578196.36472
1.0,7,1,conv1,0,10,10,25.77954010746143,1.0753547378752433,1.0000000000000001e-07,0,16,16,10.196154450507253,0.7370744541409245,1e-07,262.8521725987231
1.0,7,1,conv2,0,145,145,2388.0892777443955,1.2597997733927873,1e-07,0,32,32,815.6939764052488,1.4247097205055603,9.999999999999998e-08,1947950.0389740646
1.0,7,1,fc1,5,1569,1559,10000000.0,1.9823851474997998,1e-07,10,128,109,10000000.000000002,5.561563850955016,1e-07,100000000000000.02
1.0,7,1,fc2,8,129,114,10000000.0,5.176166248145073,1e-07,1,10,9,10000000.0,4.817921178873106,1e-07,100000000000000.0
1.0,7,2,conv1,0,10,10,25.842311710258553,1.0761164491624997,1.0000000000000001e-07,0,16,16,49.58959472402166,0.9950352130706595,1e-07,1281.5097644435607
1.0,7,2,conv2,0,145,145,2317.768190177428,1.2480775999388187,1e-07,0,32,32,7.882009548288519,0.3713993449599157,1e-07,18268.671005697888
1.0,7,2,fc1,0,1569,1569,34075.31305380327,0.9936305859617642,1e-07,1,128,125,10000000.0,2.7143218373861715,1e-07,340753130538.0327
1.0,7,2,fc2,0,129,126,10000000.0,2.6201164281508045,1e-07,0,10,10,6224.1934188012765,2.5911275503227036,1e-07,62241934188.012764
1.0,7,3,conv1,0,10,10,26.12989458481707,1.0788102917370148,1e-07,0,16,16,20.025990242474844,0.7521120662600446,1e-07,523.2770139924429
1.0,7,3,conv2,0,145,145,2405.653811082047,1.2571245783904224,1e-07,0,32,32,1.8715496034425843,0.12271438624722357,1e-07,4502.3004361507465
1.0,7,3,fc1,0,1569,1569,70053.67877268691,1.3038418463409929,1e-07,0,128,128,1386.8110237167866,1.2325299566062753,1e-07,97151213.97387685
1.0,7,3,fc2,0,129,129,63758.11733690695,1.8500808110897395,1e-07,1,10,9,10000000.000000002,4.783823100746388,1e-07,637581173369.0696
1.0,7,4,conv1,0,10,10,26.050978980336776,1.0784167304002639,1e-07,0,16,16,7.831027580254223,0.5504899346890471,1e-07,204.00593488764034
1.0,7,4,conv2,0,145,145,2711.5381304886378,1.2653596335228776,1e-07,0,32,32,1.4589923211710278,0.08417982117002525,1e-07,3956.113310945367
1.0,7,4,fc1,0,1569,1569,84672.3313392907,1.3694448485110515,1e-07,0,128,127,10000000.000000002,1.9147885686792931,1e-07,846723313392.9071
1.0,7,4,fc2,1,129,128,10000000.0,2.059665723307623,1e-07,1,10,9,10000000.0,4.772057352414292,1e-07,100000000000000.0
1.0,7,5,conv1,0,10,10,26.196041431841252,1.0798473100671266,1e-07,0,16,16,2.9098732691935463,0.34605271549747835,1e-07,76.22716072120149
1.0,7,5,conv2,0,145,145,2684.460530051193,1.2824186897518814,1e-07,0,32,32,1.2671629074039348,0.048720822277235835,1e-07,3401.6488100707775
1.0,7,5,fc1,0,1569,1569,120165.68096350406,1.4480829223367018,1e-07,1,128,126,10000000.0,2.2519202046198528,1e-07,1201656809635.0405
1.0,7,5,fc2,2,129,127,10000000.0,2.3300592095716754,1e-07,0,10,10,12572.7965784076,2.7651975211782567,1e-07,125727965784.076
